Census_ID,State,District,Census_Year,Total_Population,Male_Population,Female_Population,Urban_Population,Rural_Population,Literates,Illiterates,Age_0_14,Age_15_59,Age_60_Plus
821,West Bengal,District E,2001,1593527,2172409,2080898,1027388,2894007,3786987,635765,1120156,601838,732185
822,Uttar Pradesh,District A,2001,420731,284605,274461,1181391,852189,2174470,1017132,781910,2772104,371019
823,Karnataka,District A,2001,3854353,2161855,108586,1402005,772075,3059823,1599908,1013245,2400613,41688
824,Kerala,District B,2011,236670,343849,1192716,2847019,889012,2142109,1006286,1449248,2714939,355091
825,Tamil Nadu,District D,2011,1498326,606898,37621,806440,186039,225144,1500641,1062836,2665888,304078
826,Telangana,District C,2011,1146571,1081429,2047526,2769893,2619793,1052976,295591,818384,177253,661423
827,Andhra Pradesh,District A,2001,1499761,2116626,400210,319810,2021461,2916338,930948,409122,1929870,637030
828,Tamil Nadu,District D,2011,984731,1394365,2369157,289665,2954068,149595,1972282,1425673,762383,7880
829,Bihar,District E,2001,2491942,2054360,876868,2070785,207554,1830864,1046714,707963,2756766,342257
830,Bihar,District C,2001,4866902,518847,2438394,1830356,925585,1164552,999208,1033821,2943362,70773
831,Telangana,District A,2011,2467387,2130506,2031229,2037776,2561251,3857396,1959404,1322482,1905437,527896
832,Andhra Pradesh,District B,2001,808886,1616413,2138623,210290,181120,990186,1147360,1340494,2882099,295116
833,Andhra Pradesh,District D,2011,583706,2403031,942111,2704393,1805110,1281150,139825,386305,2332873,506847
834,Uttar Pradesh,District B,2001,308688,1018173,788124,2317202,2405786,3102718,1881780,1489310,2871394,426455
835,Bihar,District A,2011,4011528,1800868,1071198,81578,1817231,3227134,1570318,45498,15691,194242
836,Bihar,District C,2011,287146,2451840,975641,2417401,2290766,291457,187003,912427,1613755,655034
837,West Bengal,District D,2001,2099461,1988114,2270603,964524,257781,1991172,763978,1216873,2145949,656054
838,Kerala,District D,2011,2624499,820584,1047146,1362565,1397513,3904694,1661624,82117,708071,14115
839,Maharashtra,District D,2011,2366706,2262761,926444,1576753,965567,1735063,1006846,657723,286372,237950
840,Tamil Nadu,District E,2001,2960960,1904307,1547415,222315,431774,951463,796577,779306,1130345,583996
841,Maharashtra,District B,2001,1420656,2039684,140053,1575360,1037721,999662,1570270,1120830,2748750,632982
842,Tamil Nadu,District D,2011,2093088,992335,507163,1272608,2518265,2581265,1932296,862820,577478,101983
843,Rajasthan,District D,2001,1104450,382398,1785141,573566,827207,588976,438132,341937,2557222,25336
844,Telangana,District E,2011,3017181,1014647,2304395,301044,145360,3768976,1234626,1288233,956515,616292
845,Maharashtra,District B,2011,2983474,2479386,1745884,2929167,1615947,1310437,58448,813334,2270042,449905
846,Karnataka,District B,2001,486741,571094,1645586,658193,2282392,1885330,1594628,1472834,1558682,91772
847,Rajasthan,District C,2011,345037,617219,309516,2845388,864915,3040600,176035,605235,417607,565826
848,Telangana,District D,2011,1383913,1041020,1072408,720971,2033182,3052784,12298,98130,831492,301633
849,Andhra Pradesh,District B,2001,3880966,318094,100892,2932225,777891,3171339,1037023,589302,2310975,742543
850,Telangana,District D,2001,4559077,1070370,1061783,747841,1393224,1301001,1292635,824625,1731550,396626
851,West Bengal,District B,2011,4036419,2140813,1634195,118797,71036,1778187,959952,858124,2911711,707252
852,Tamil Nadu,District E,2011,3318368,1232781,1265206,2127431,1457434,1225324,1347323,208922,478314,101591
853,Uttar Pradesh,District E,2001,3580716,1719250,615615,1332621,2466933,1966637,1610671,1364751,2696229,222353
854,Tamil Nadu,District A,2001,2928253,2464591,107624,131181,2701041,891928,252021,59726,53918,61158
855,Uttar Pradesh,District C,2001,1028800,1536358,1670810,2794146,2075203,2161088,1929082,1430755,52455,684848
856,Kerala,District B,2001,2821988,1515413,1199983,2729857,1678490,3316031,29251,1439492,1699399,706676
857,Maharashtra,District A,2001,4831740,560676,1944969,2439779,2175051,3509921,1540004,979869,791012,362695
858,Tamil Nadu,District C,2001,2452245,1737716,863283,2746121,2458397,2813950,357261,1265089,2770838,598135
859,West Bengal,District A,2011,3273532,2298316,612277,2202348,1740783,1795420,101214,1003911,950135,123856
860,Kerala,District B,2011,3349066,965347,1174887,2358214,2157804,1481366,1456707,486411,1402199,422034
861,Tamil Nadu,District C,2011,1454040,2149846,839122,2989741,559906,200893,521128,850934,363971,242806
862,Karnataka,District E,2001,4082294,1856073,723317,1723727,1654433,2586491,1188449,880566,1771090,33876
863,Telangana,District B,2011,4822767,684615,1246547,192783,434760,806540,1559073,206446,847950,391160
864,Rajasthan,District B,2001,3702326,2248230,1032323,1099348,347050,3303341,896104,1119029,2565471,525442
865,Tamil Nadu,District C,2001,4121535,1306343,957336,84830,331744,315323,915566,519989,1074470,455239
866,Tamil Nadu,District E,2001,3652835,2006722,2227741,1730406,1556054,1033954,1990886,1197136,489731,437112
867,Andhra Pradesh,District A,2001,916594,1838235,437768,727496,291297,2821803,1098163,42717,136794,542664
868,Maharashtra,District B,2001,3257912,1907379,2145277,2944400,410211,2785102,280502,100645,1377663,575973
869,Tamil Nadu,District A,2001,1332360,1103228,80721,337186,788997,1965887,24497,1464495,825593,656769
870,Kerala,District C,2011,4793417,570869,1400274,1635153,1307731,1110638,104760,969766,1179312,330842
871,Uttar Pradesh,District B,2011,3761835,2074160,52401,273391,1394028,1595229,1678911,1030387,1222538,623692
872,West Bengal,District B,2011,2905064,403583,853135,1241197,702196,3955532,1412400,1262146,2993052,616086
873,Tamil Nadu,District B,2001,3755248,1342090,26119,531459,2367996,3869571,239068,1372295,1629815,509447
874,Telangana,District D,2011,2751556,1676010,2475911,394071,1353808,495429,99747,431526,348302,746490
875,Kerala,District A,2011,1731310,2453794,1394351,543071,710473,1705126,1426124,146383,894413,476097
876,Telangana,District C,2001,4742825,2204148,350351,2107234,175930,189223,236826,1006504,1466607,789567
877,Kerala,District C,2011,805418,1666596,1648193,2806084,486979,573036,1676201,626190,158471,421718
878,Karnataka,District D,2001,1469175,2465938,1500868,2603979,530145,3266363,992401,684989,669459,567541
879,Rajasthan,District E,2011,3684110,1371030,556944,94149,1378880,2040408,664106,162309,313107,721460
880,West Bengal,District A,2001,368023,720481,193615,2186265,439581,3717209,1904195,1263679,1588203,423394
881,Bihar,District E,2011,553064,2142590,598707,239462,2492600,3043149,1044563,1410788,258771,11756
882,Karnataka,District E,2001,657495,1125323,1318116,1219908,711470,399763,1622515,518274,1765755,719291
883,Telangana,District D,2001,1979816,1222089,1155159,2616635,137456,1835658,1871710,270247,1299847,242955
884,Uttar Pradesh,District E,2011,2562331,118295,2024991,528941,2565124,1241754,1653821,1129892,2541192,761413
885,Karnataka,District D,2001,4002285,952210,2173428,276598,1959698,1724525,615226,413401,604996,603993
886,Rajasthan,District C,2001,2009123,1908225,743414,1433110,1897798,1260821,1597558,438717,630522,372742
887,West Bengal,District A,2001,1616339,2498737,88022,2292444,387561,1621814,1145395,192658,2392240,474813
888,Bihar,District E,2011,1863461,1460181,155843,1937443,2038928,3955502,20726,706915,349590,487983
889,Tamil Nadu,District C,2001,3318308,1109948,953907,2570565,1507448,1734524,84245,26530,2981093,718846
890,Uttar Pradesh,District D,2011,1146681,805055,1685408,622647,2913947,1079182,1426600,1301048,2970714,540423
891,Uttar Pradesh,District A,2001,3054712,640100,124303,2616018,1622853,2521688,596873,501442,1554558,37079
892,Karnataka,District E,2001,3466062,2491770,207117,1953665,1135760,2198054,373582,213035,2615245,530768
893,Rajasthan,District A,2001,3308080,1466361,1481629,2929670,841304,179739,14400,1473342,2164476,634026
894,Andhra Pradesh,District D,2001,3246870,2485232,2231429,634929,2477984,1157316,1125460,396290,2830832,572987
895,Telangana,District B,2001,568884,2214537,2423966,579412,1846708,2033332,623013,755536,1139690,342915
896,Telangana,District C,2001,1823321,2429018,2432954,1170219,2657226,1228427,892275,310412,1564097,586026
897,Karnataka,District B,2011,1945333,1275817,938196,1751227,177692,2942972,1445880,1198076,1460811,698858
898,Rajasthan,District D,2011,4281828,1061829,1888545,2205779,361732,3911033,1850030,1454950,2377824,703124
899,Bihar,District C,2011,4383775,1414026,1311705,54067,1010803,3391855,184456,360102,1746803,411503
900,Maharashtra,District C,2011,4406440,380675,1519262,2416327,319308,1253686,1798287,540126,917542,490118
901,Tamil Nadu,District C,2011,1938909,842872,2380885,105781,1024622,269774,1471375,393482,508217,11266
902,West Bengal,District C,2001,2939767,1441828,2458970,1290602,360372,1297537,1911091,307008,2609016,542786
903,Karnataka,District C,2001,4030923,1087975,1797237,2277594,1713150,2542029,284010,455148,999105,274424
904,Bihar,District A,2011,4465239,2383143,733976,56158,2421436,3762260,19965,990230,64634,125211
905,Maharashtra,District A,2001,775938,2015424,857453,207125,20667,12054,336096,619262,954709,789684
906,Uttar Pradesh,District E,2001,211674,728725,1157073,2107585,1372130,1920556,692146,631578,2846993,517513
907,Bihar,District E,2001,4522157,195635,1232551,2281228,1611879,1665325,1659086,237421,124666,161874
908,Karnataka,District C,2011,4231359,1062008,1509475,638396,2747840,1738651,1666522,572854,565123,635884
909,Bihar,District E,2011,4510646,565648,2476768,115692,1180462,3955902,283641,1050813,131817,427431
910,Uttar Pradesh,District A,2011,2201870,2235149,742462,2711710,1393495,707056,1269064,80511,1284624,41901
911,Karnataka,District A,2001,99709,664267,348767,69046,826244,1654736,1001530,329685,337765,647081
912,Kerala,District D,2001,4942236,184779,694484,1368430,2684439,1036290,792227,536335,1756876,87295
913,Uttar Pradesh,District C,2011,1681608,2453699,1189693,2360114,729399,1805983,1173025,496000,2997511,97621
914,Uttar Pradesh,District C,2011,2001577,2139012,155303,1906625,384663,2992275,1767654,666425,2831393,166519
915,Karnataka,District B,2001,3975464,1438970,1212477,1166564,658241,1696199,1995045,192627,2675211,207265
916,Telangana,District D,2001,1039929,383765,2030162,966672,751276,964708,1796604,600699,1807014,721804
917,Telangana,District A,2011,4598630,1226479,439845,2505216,1753209,3752009,1660876,454024,2615001,152136
918,Andhra Pradesh,District D,2001,4232651,1014960,390355,343079,814880,2071158,697143,997107,845149,696004
919,Telangana,District D,2011,4328474,1196582,324426,1952029,256692,3768829,1223682,1143746,1160755,281501
920,Uttar Pradesh,District D,2001,1912159,210771,983352,2185596,924249,1482263,1290383,1324163,1788127,388246
921,Kerala,District C,2001,4694975,782712,2456049,700312,15599,230033,1806297,1157622,2040137,286910
922,Andhra Pradesh,District C,2011,1332505,1304730,1801035,1407127,810481,977262,1921389,1183599,71501,583913
923,Telangana,District D,2011,2924816,256528,1459335,1801465,2123650,1272927,1966389,1471165,1350216,34324
924,Uttar Pradesh,District E,2001,3725459,543162,1398488,2995710,841350,404561,1941770,1347558,564447,161713
925,Tamil Nadu,District B,2011,2930776,1103438,359094,2476734,2439514,259424,1730397,1202462,1238504,180291
926,Telangana,District E,2001,2587750,971389,2317225,641956,2722891,3078597,829531,1278943,2998182,521185
927,West Bengal,District C,2011,4175979,177969,1186557,2486153,1803040,3211829,126807,1437389,1593335,22530
928,Andhra Pradesh,District D,2001,345881,1923903,585757,2570330,2491569,3087561,952389,732360,832826,718628
929,Telangana,District C,2011,4995729,645300,708436,1650332,366373,730976,1926398,277441,618873,388308
930,West Bengal,District E,2011,603125,799929,1583498,2362416,1990539,2012478,1468625,164400,2672219,462639
931,Telangana,District D,2011,1231755,1158870,1995020,145681,1281891,2468741,443459,1170360,1998889,107259
932,Karnataka,District D,2011,3120128,1962657,1678416,945637,1031010,3944738,320648,1243763,1302361,170411
933,Rajasthan,District C,2001,3926429,774917,652226,2825823,2688918,1204000,491472,355412,11035,16716
934,Maharashtra,District B,2001,2985407,691063,506826,2289457,1339322,2291498,519863,26921,2696397,449965
935,Tamil Nadu,District B,2001,4700478,45881,486267,936524,1380567,3254683,852544,671815,2419088,473153
936,Telangana,District A,2001,619168,659748,897008,88291,1235494,1802757,888033,1074927,964008,727279
937,Uttar Pradesh,District D,2001,2340664,1197966,676359,145525,1128404,467417,1299601,1329288,1751341,113130
938,Kerala,District C,2011,4874403,143255,1479543,1133692,1174827,1884052,1164295,119863,2771439,503536
939,Telangana,District D,2001,4190933,267056,78427,1432212,1842517,620243,1328069,633842,2411923,177693
940,West Bengal,District D,2001,4790448,1223636,596935,2306397,404986,3222288,1292049,846539,432169,120909
941,Maharashtra,District C,2011,2751391,1193714,1378202,359846,741223,2833938,1506661,1262496,1536440,478300
942,Maharashtra,District D,2011,2515290,970788,910395,1458385,1542174,1757788,1081054,1054578,1560230,656794
943,Andhra Pradesh,District B,2011,4997632,317704,577422,1974916,2017842,1678590,74763,136458,2068451,68148
944,Bihar,District C,2001,4759560,2190116,1916306,258586,676830,3868302,1200873,846457,2630070,662748
945,Kerala,District D,2011,3037654,532057,1412791,2058654,811067,2227262,1690862,417818,1911340,64117
946,Andhra Pradesh,District D,2001,1917336,2168294,208313,1063362,1899596,3341172,1245076,1185416,1841640,167748
947,Andhra Pradesh,District A,2011,4223868,2335076,474441,1122567,704588,3676066,778798,1155899,460539,687992
948,Maharashtra,District C,2011,3345434,1739275,969770,1064991,2616020,3538176,1839372,1045928,2881630,219251
949,Tamil Nadu,District C,2001,1621962,476298,1159809,781249,1794757,2727822,826970,874415,2431564,705556
950,West Bengal,District D,2001,272235,576698,1231490,254348,2060888,3628623,435595,208489,1086973,509288
951,Telangana,District B,2001,4479610,134313,663296,2228436,1190921,691593,57983,320915,1805090,348855
952,Kerala,District D,2011,1175815,642717,1717111,657742,2382088,468041,516434,1190146,2153348,664428
953,Tamil Nadu,District D,2001,4147578,2162813,80445,697134,2110542,1104216,534693,997279,320019,86887
954,Bihar,District D,2001,867490,1031005,446394,1712525,2851612,2375395,1889774,360308,1908190,207647
955,Kerala,District A,2001,1749726,2004941,1770423,274040,2646531,3166900,490274,1265180,974597,376539
956,Kerala,District A,2011,101103,1558357,538589,2791492,970491,2602077,1101748,1228485,1612219,4162
957,Telangana,District E,2011,573265,218738,1199669,503715,2826412,1425928,1420064,1489762,1415699,252036
958,West Bengal,District D,2001,4416150,421660,318175,520247,2288189,445828,694648,770791,1938503,451356
959,Maharashtra,District C,2001,4841767,2124750,554728,60132,197145,1628126,1048053,969229,2349142,354594
960,Karnataka,District B,2011,2040880,1539825,1713495,1116819,2924495,2345370,1461368,1208491,2318600,539678
961,Karnataka,District C,2001,1868320,2443584,2234936,2553208,1457434,2603892,1693786,97937,845722,728687
962,Maharashtra,District E,2011,1872193,254424,1040581,673253,218635,1171416,1427369,833158,2344837,215635
963,Kerala,District B,2011,1926851,216286,953867,616793,1308323,397393,941812,880361,2485951,64480
964,West Bengal,District E,2011,4459158,1400940,2233366,344892,1974425,2167929,1673286,342668,901234,25632
965,Kerala,District B,2001,810323,1860143,1389496,484676,27497,1928835,1764854,954756,2918153,626332
966,Uttar Pradesh,District B,2011,2802377,769764,2172607,461300,977616,1308529,1273727,1109104,2763426,585232
967,West Bengal,District A,2011,2427748,1187307,821969,2312486,2013704,1122451,1181130,589510,1367967,92905
968,Maharashtra,District D,2001,1290785,2254485,2005442,842355,992332,1274623,1449397,1204543,101888,735047
969,Uttar Pradesh,District A,2001,4029643,568636,673460,632523,1031187,204711,575112,190769,287034,56256
970,West Bengal,District D,2011,4254456,594062,275628,2853524,468023,3289135,1177290,1467827,629058,53245
971,Telangana,District C,2011,1790774,696812,2022507,730474,1012571,2822441,1857581,1485606,2478314,565669
972,Telangana,District C,2001,3480218,676311,294004,236145,1600323,584342,476754,953530,1171155,667813
973,Uttar Pradesh,District D,2001,60108,924074,964733,1954609,2404327,1286694,935639,1460756,521532,256767
974,Karnataka,District E,2001,2091712,1834778,1667377,2720997,1929526,1111103,1266958,213594,1877409,431833
975,Kerala,District D,2011,673157,982697,31922,1431992,2063205,1754285,1398586,1314746,2780804,44725
976,Karnataka,District C,2011,106808,277266,1922964,2017740,1049580,870316,1392720,767421,1318435,366654
977,Karnataka,District D,2001,4908570,1852982,1127739,814430,2488070,2976409,862093,390789,1366470,553550
978,West Bengal,District A,2011,2002107,317487,1630223,231997,142562,547015,1503595,1139253,2022397,490928
979,West Bengal,District D,2011,78629,1434964,1171776,2057352,1948012,1870299,1811395,762206,2606235,523772
980,Maharashtra,District E,2011,2920350,1979002,2459255,1700227,1917865,940255,486947,1253065,1908636,220116
981,Bihar,District E,2001,3285857,738901,1396223,2192813,1450288,131947,1022163,91721,2168644,716692
982,Karnataka,District C,2001,292249,1146977,738874,878488,2908158,3419744,1539617,772875,2739515,323207
983,Rajasthan,District B,2011,3240818,1419189,1684673,322995,18458,782715,669390,1281319,344434,80693
984,Bihar,District E,2001,4979181,2400932,1129717,1946843,1562687,157850,201666,586071,1469063,96420
985,Andhra Pradesh,District B,2011,1489513,2177336,927538,1085835,2192287,3985686,1524335,762554,851900,93067
986,West Bengal,District D,2001,933366,1089031,648468,1534753,2017169,1259431,982623,564405,2683725,585068
987,Telangana,District C,2001,3349048,668662,2128477,2826378,1151563,1824640,1308686,26767,400033,52645
988,Karnataka,District D,2011,2249344,1242402,889999,1720408,951222,1172494,320691,394860,2284876,338803
989,Bihar,District C,2001,2451117,2267712,207187,474988,985941,1149025,1840773,1136133,1718612,156510
990,Kerala,District A,2011,4038059,219505,1730856,905242,1310346,698944,555617,60372,2360986,698027
991,Bihar,District D,2011,3623432,1574895,882125,420303,119425,1275019,347899,1158783,768021,211950
992,Kerala,District E,2001,607319,1252005,1773253,2472752,966667,72730,576105,566669,1199229,768965
993,Telangana,District C,2011,4299774,2395559,1976173,940933,837320,1729762,125159,203800,1902423,433691
994,Kerala,District B,2001,3867531,1804725,2276171,232293,2071885,1886859,1455290,368475,837841,504618
995,Kerala,District C,2001,1427225,2269834,1395448,1021431,2424647,2188835,831009,94382,1152633,16431
996,Andhra Pradesh,District A,2011,996234,1933493,721177,2812721,2280557,3583391,523558,1024350,2150791,742997
997,Kerala,District D,2011,2767244,1147709,127589,1615956,392743,3878880,461212,750478,639237,477225
998,Maharashtra,District A,2011,2209562,249466,566645,774406,2664315,1529207,1036842,1329178,2596660,366367
999,Bihar,District B,2001,263469,2043649,1949741,2199664,2056977,3198638,166789,1134867,855038,628103
1000,Rajasthan,District E,2001,1817457,2283596,801052,1817449,2008639,1981363,874462,490391,557998,35247
